query	taxid	go	multi_taxids_confidence	go_id_confidence	adhesion	secretion	host_cell_death	antibiotic	invasion	evasion	cytotoxicity	degrade_ecm	disable_organ	size	organism	gene_name	uniprot	uniprot evalue
@SRR7638291.12117	280336	GO:0030655;GO:0046677;GO:0016787;GO:0008800	280336:1,682892:1,683079:1,1074432:1,1074435:1,683080:1,211968:1,1074436:1,58095:1,28144:1,280338:1,562:1,280337:1,682902:1,624:1,550:1,573:1,77133:1	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	75	Kluyvera sp. N03-0462	Beta-lactamase	Q840M4	8.5e-06
@SRR7638291.12470	1352	GO:0008233;GO:0008237;GO:0046677;GO:0016787;GO:0006508;GO:0008270;GO:0071555;GO:0046872;GO:0016805	1352:1,1397:0.95	GO:0008233[1.0];GO:0008237[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0006508[1.0];GO:0008270[1.0];GO:0071555[1.0];GO:0046872[1.0];GO:0016805[1.0]	0	0	0	1	0	0	0	0	0	74	Enterococcus faecium	D-alanyl-D-alanine dipeptidase	Q06241	2.4e-05
@SRR7638291.12509	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	75	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	6.5e-06
@SRR7638291.12836	280336	GO:0030655;GO:0046677;GO:0016787;GO:0008800	280336:0.96,682892:0.96,683079:0.96,1074435:0.96,683080:0.96,211968:0.96,1074436:0.96,58095:0.96,28144:0.96,280338:0.96,562:0.96,280337:0.96,682902:0.96,624:0.96,77133:0.96,550:0.96,573:0.96	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	76	Kluyvera sp. N03-0462	Beta-lactamase Toho-2	O69395	3.6e-04
@SRR7638291.13083	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,1284:1,1314:1,997874:1,820:1,457402:1,1502:1,1352:1,1496:1,665953:1,562:1,1354:1,546340:1,47770:1,1349:1,516950:1,1598:1,1313:1,1379:1,226185:1,29391:1,1311:1,1079026:1,1307:1,77133:1,556260:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P10738	1.1e-05
@SRR7638291.14894	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	74	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	6.9e-05
@SRR7638291.15400	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	6.1e-04
@SRR7638291.16224	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,49283:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	62	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.2e-02
@SRR7638291.21251	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.2e-04
@SRR7638291.23408	1352	GO:0008233;GO:0008237;GO:0046677;GO:0016787;GO:0006508;GO:0008270;GO:0071555;GO:0046872;GO:0016805	1352:1	GO:0008233[1.0];GO:0008237[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0006508[1.0];GO:0008270[1.0];GO:0071555[1.0];GO:0046872[1.0];GO:0016805[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-alanyl-D-alanine dipeptidase	Q06241	1.1e+00
@SRR7638291.24148	280336	GO:0030655;GO:0046677;GO:0016787;GO:0008800	280336:1,562:1,280337:1,90371:1,683079:1,1074432:1,1074436:1,624:1,28144:1,573:1,550:1,77133:1,280338:1	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	76	Kluyvera sp. N03-0462	Beta-lactamase Toho-2	O69395	2.1e-04
@SRR7638291.32759	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.9e-05
@SRR7638291.33351	1314	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1314:1,1305:1,1351:1,516950:1,1313:1,226185:1,1311:1,29391:1,1496:1,77133:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Streptococcus pyogenes	rRNA adenine N-6-methyltransferase	P21236	4.2e-05
@SRR7638291.33805	1284	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1284:1,1314:1,820:1,1502:1,1496:1,562:1,1305:1,1354:1,1351:1,1313:1,1379:1,226185:1,1311:1,1079026:1,29391:1,1307:1,77133:0.96,556260:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Staphylococcus hyicus	rRNA adenine N-6-methyltransferase	P10738	9.4e-05
@SRR7638291.39185	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,1284:1,1314:1,997874:1,1134799:1,820:1,1502:1,1352:1,1613:1,1496:1,665953:1,936595:1,562:1,1354:1,1305:1,546340:1,47770:1,1351:1,516950:1,1598:1,1313:1,1379:1,226185:1,29391:1,1311:1,1307:1,77133:1,556260:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	75	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P10738	8.5e-06
@SRR7638291.39560	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	48	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	2.6e+00
@SRR7638291.47490	565661	GO:0008360;GO:0046677;GO:0009252;GO:0016787;GO:0050380;GO:0071555;GO:0016311	565661:1	GO:0008360[1.0];GO:0046677[1.0];GO:0009252[1.0];GO:0016787[1.0];GO:0050380[1.0];GO:0071555[1.0];GO:0016311[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium 1,231,408	Undecaprenyl-diphosphate phosphatase	C9BSJ9	8.0e-04
@SRR7638291.50061	43767	GO:0008233;GO:0008237;GO:0046677;GO:0016787;GO:0006508;GO:0008270;GO:0071555;GO:0046872;GO:0016805	43767:0.944,1352:0.889,46240:0.944,521096:0.944,1397:0.944,479433:0.944,49283:0.944,1351:0.944,226185:0.944,31958:0.889,1292037:0.889,463191:0.889,298653:0.889,713604:0.889,941420:0.889,76021:0.889,1867:0.889,457428:0.889,100226:0.889,1097667:0.889,1263025:0.889,768710:0.889,1313067:0.889,1224068:0.889,941421:0.889,591158:0.889,1214076:0.889,1352941:0.889,1224082:0.889,1353:0.889,446470:0.889,941422:0.889,1179773:0.889,1284240:0.889,871963:0.889,1263066:0.889,1238180:0.889,1235792:0.889,438033:0.889,537010:0.889,469383:0.889	GO:0008233[1.0];GO:0008237[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0006508[1.0];GO:0008270[1.0];GO:0071555[1.0];GO:0046872[1.0];GO:0016805[1.0]	0	0	0	1	0	0	0	0	0	64	Rhodococcus hoagii	D-alanyl-D-alanine dipeptidase	Q47749	7.4e-03
@SRR7638291.51353	280336	GO:0030655;GO:0046677;GO:0016787;GO:0008800	280336:1,562:1,280337:1,90371:1,683079:1,1074432:1,1074436:1,624:1,28144:1,573:1,550:1,77133:1,280338:1	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	76	Kluyvera sp. N03-0462	Beta-lactamase Toho-2	O69395	1.2e-04
@SRR7638291.55911	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,49283:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	75	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.9e-05
@SRR7638291.57025	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	74	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	4.5e-04
@SRR7638291.57070	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	46	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	5.5e+00
@SRR7638291.57107	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.9e-05
@SRR7638291.58316	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	73	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.8e-05
@SRR7638291.62377	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	70	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.9e-04
@SRR7638291.62722	565661	GO:0008360;GO:0046677;GO:0009252;GO:0016787;GO:0050380;GO:0071555;GO:0016311	565661:1	GO:0008360[1.0];GO:0046677[1.0];GO:0009252[1.0];GO:0016787[1.0];GO:0050380[1.0];GO:0071555[1.0];GO:0016311[1.0]	0	0	0	1	0	0	0	0	0	74	Enterococcus faecium 1,231,408	Undecaprenyl-diphosphate phosphatase	C9BSJ9	4.5e-04
@SRR7638291.64786	31675	GO:0008233;GO:0008152;GO:0006226;GO:0003824;GO:0006310;GO:0046718;GO:0000287;GO:0003677;GO:0075713;GO:0004518;GO:0004190;GO:0003676;GO:0090305;GO:0004170;GO:0046081;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0004533;GO:0006508;GO:0016740;GO:0004519;GO:0015074;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0046872;GO:0090502;GO:0006278	31675:1,11672:1,11670:1,11665:1	GO:0008233[1.0];GO:0008152[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006310[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0046081[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0004533[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0004519[1.0];GO:0015074[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	75	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P11204	4.1e-08
@SRR7638291.65047	46240	GO:0008233;GO:0008237;GO:0046677;GO:0016787;GO:0006508;GO:0008270;GO:0071555;GO:0046872;GO:0016805	46240:1,49283:1,1397:1,1351:1,226185:1,1352:0.958,1263025:0.958,1235792:0.958,1353:0.958	GO:0008233[1.0];GO:0008237[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0006508[1.0];GO:0008270[1.0];GO:0071555[1.0];GO:0046872[1.0];GO:0016805[1.0]	0	0	0	1	0	0	0	0	0	76	Paenibacillus apiarius	D-alanyl-D-alanine dipeptidase	Q47749	1.2e-07
@SRR7638291.65393	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.9e-05
@SRR7638291.67022	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,49283:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	5.0e-06
@SRR7638291.67903	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	75	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	6.1e-04
@SRR7638291.71265	529885	GO:0008360;GO:0046677;GO:0009252;GO:0016787;GO:0050380;GO:0071555;GO:0016311	529885:0.96,768486:0.96,1157486:0.96,565661:0.96,546340:0.96,1158604:0.96	GO:0008360[1.0];GO:0046677[1.0];GO:0009252[1.0];GO:0016787[1.0];GO:0050380[1.0];GO:0071555[1.0];GO:0016311[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium E980	Undecaprenyl-diphosphatase	I6S3T9	7.2e-05
@SRR7638291.72771	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	3.3e-02
@SRR7638291.73907	280336	GO:0030655;GO:0046677;GO:0016787;GO:0008800	280336:0.947,562:0.947,280337:0.947,1074432:0.947,1074435:0.947,211968:0.947,1074436:0.947,58095:0.947,624:0.947,28144:0.947,280338:0.947,573:0.947,550:0.947	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	61	Kluyvera sp. N03-0462	Beta-lactamase Toho-2	O69395	4.1e-03
@SRR7638291.75041	562	GO:0030655;GO:0046677;GO:0016787;GO:0008800	562:1	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	76	Escherichia coli	Beta-lactamase (Fragment)	I6ZFW7	7.0e+00
@SRR7638291.81161	46240	GO:0008233;GO:0008237;GO:0046677;GO:0016787;GO:0006508;GO:0008270;GO:0071555;GO:0046872;GO:0016805	46240:1,49283:1,1397:1,1212764:1,1263025:1,1351:1,1235792:1,1353:1,226185:1,1352:0.933,871963:1	GO:0008233[1.0];GO:0008237[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0006508[1.0];GO:0008270[1.0];GO:0071555[1.0];GO:0046872[1.0];GO:0016805[1.0]	0	0	0	1	0	0	0	0	0	48	Paenibacillus apiarius	D-alanyl-D-alanine dipeptidase	Q47749	8.1e-02
@SRR7638291.81445	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	2.5e-05
@SRR7638291.82186	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,1284:1,1314:1,997874:1,820:1,457402:1,1502:1,1352:1,1496:1,665953:1,936595:1,562:1,1354:1,1305:1,546340:1,47770:1,1351:1,1349:1,516950:1,1598:1,1313:1,1379:1,226185:1,936596:1,29391:1,1311:1,1307:1,77133:1,556260:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P10738	3.6e-04
@SRR7638291.83034	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	71	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.9e-04
@SRR7638291.83143	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	58	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	5.7e-02
@SRR7638291.83289	280336	GO:0030655;GO:0046677;GO:0016787;GO:0008800	280336:1,562:1,280337:1,1074432:1,1074435:1,211968:1,1074436:1,58095:1,573:1,280338:1,28144:1	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	76	Kluyvera sp. N03-0462	Beta-lactamase Toho-2	O69395	4.4e-02
