query	taxid	go	multi_taxids_confidence	go_id_confidence	adhesion	secretion	host_cell_death	antibiotic	invasion	evasion	cytotoxicity	degrade_ecm	disable_organ	size	organism	gene_name	uniprot	uniprot evalue
NODE_11_length_1392_cov_17.496588_g8_i0	1150469	GO:0045226;GO:0009058;GO:0008879;GO:0016779	1150469:0.769	GO:0045226[1.0];GO:0009058[1.0];GO:0008879[1.0];GO:0016779[1.0]	0	0	0	0	0	0	0	0	0	1392	Pararhodospirillum photometricum DSM 122	Uncharacterized protein (Fragment)	H6SIB2	3.0e-19
NODE_12_length_1270_cov_61.949039_g9_i0	9606	GO:0035094;GO:0042773;GO:0045471;GO:0008137;GO:0032981;GO:0003954;GO:0048039;GO:0001666;GO:0015990;GO:0055114;GO:0006120;GO:0016491;GO:0021549;GO:0001701;GO:0009060;GO:0007568	9606:0.918	GO:0035094[1.0];GO:0042773[1.0];GO:0045471[1.0];GO:0008137[1.0];GO:0032981[1.0];GO:0003954[1.0];GO:0048039[1.0];GO:0001666[1.0];GO:0015990[1.0];GO:0055114[1.0];GO:0006120[1.0];GO:0016491[1.0];GO:0021549[1.0];GO:0001701[1.0];GO:0009060[1.0];GO:0007568[1.0]	0	0	0	0	0	0	0	0	0	1270	Homo sapiens	NADH-ubiquinone oxidoreductase chain 4	Q1W0W1	1.6e-197
NODE_13_length_1256_cov_4.286560_g10_i0	1306952	GO:0004519;GO:0003677;GO:0006281;GO:0004518;GO:0090305	1306952:0.968	GO:0004519[1.0];GO:0003677[1.0];GO:0006281[1.0];GO:0004518[1.0];GO:0090305[1.0]	0	0	0	0	0	0	0	0	0	1256	Pediococcus acidilactici D3	Exodeoxyribonuclease III (Xth)	R0ENV9	3.1e-07
NODE_14_length_1221_cov_2.782230_g11_i0	9606	GO:0016310;GO:0042289;GO:0004713;GO:0004672;GO:0004714;GO:0016301;GO:0006468;GO:0006886;GO:0005524;GO:0070206;GO:0007169;GO:0018108;GO:0019882;GO:0006955	9606:0.995	GO:0016310[1.0];GO:0042289[1.0];GO:0004713[1.0];GO:0004672[1.0];GO:0004714[1.0];GO:0016301[1.0];GO:0006468[1.0];GO:0006886[1.0];GO:0005524[1.0];GO:0070206[1.0];GO:0007169[1.0];GO:0018108[1.0];GO:0019882[1.0];GO:0006955[1.0]	0	0	0	0	0	0	0	0	0	1221	Homo sapiens	Tyrosine-protein kinase receptor	U6FVB0	6.5e-103
NODE_15_length_1210_cov_3.124890_g12_i0	9606	GO:0005515;GO:0032395;GO:0060333;GO:0016032;GO:0023026;GO:0050890;GO:0042605;GO:0002503;GO:0002376;GO:0019882;GO:0050852;GO:0002504;GO:0002506;GO:0019886;GO:0006955	9606:0.996,9598:0.988,9595:0.984	GO:0005515[1.0];GO:0032395[1.0];GO:0060333[1.0];GO:0016032[1.0];GO:0023026[1.0];GO:0050890[1.0];GO:0042605[1.0];GO:0002503[1.0];GO:0002376[1.0];GO:0019882[1.0];GO:0050852[1.0];GO:0002504[1.0];GO:0002506[1.0];GO:0019886[1.0];GO:0006955[1.0]	0	0	0	0	0	0	0	0	0	1210	Homo sapiens	HLA class II histocompatibility antigen, DR alpha chain	P01903	1.2e-144
NODE_16_length_1184_cov_19.580558_g13_i0	9606	GO:0031100;GO:0045471;GO:0022904;GO:0006122;GO:0009055;GO:0042493;GO:0009408;GO:0001666;GO:0051592;GO:0046686;GO:0046689;GO:0015990;GO:0055093;GO:0014070;GO:0008121;GO:0055114;GO:0044877;GO:0009636;GO:0007584;GO:0016491;GO:0033590;GO:0010243;GO:0042538;GO:0046688;GO:0046872;GO:0033762;GO:0009725	9606:0.932	GO:0031100[1.0];GO:0045471[1.0];GO:0022904[1.0];GO:0006122[1.0];GO:0009055[1.0];GO:0042493[1.0];GO:0009408[1.0];GO:0001666[1.0];GO:0051592[1.0];GO:0046686[1.0];GO:0046689[1.0];GO:0015990[1.0];GO:0055093[1.0];GO:0014070[1.0];GO:0008121[1.0];GO:0055114[1.0];GO:0044877[1.0];GO:0009636[1.0];GO:0007584[1.0];GO:0016491[1.0];GO:0033590[1.0];GO:0010243[1.0];GO:0042538[1.0];GO:0046688[1.0];GO:0046872[1.0];GO:0033762[1.0];GO:0009725[1.0]	0	0	0	0	0	0	0	0	0	1184	Homo sapiens	Cytochrome b	B9EF31	1.6e-194
NODE_17_length_1116_cov_3.162991_g14_i0	9606	GO:0060252;GO:0045109;GO:0030049;GO:0071222;GO:0032967;GO:0019901;GO:0014002;GO:0097110;GO:0071346;GO:0032355;GO:0005515;GO:0045107;GO:0060020;GO:0051721;GO:0046697;GO:0042802;GO:0010043;GO:0033280;GO:0016032;GO:0010628;GO:0009314;GO:0008022;GO:0007010;GO:0019221;GO:0008150;GO:0005212;GO:0043403;GO:0045727;GO:0071225;GO:0003725;GO:0045103;GO:0003674;GO:0010977;GO:0019900;GO:0010269;GO:0070307;GO:0043488;GO:0050770;GO:1900147;GO:0001701;GO:0005200;GO:0044344;GO:0007568;GO:0060395;GO:1990254;GO:0019904;GO:0045444;GO:0005198	9606:0.997,9598:0.997,9541:0.994,9483:0.991	GO:0060252[1.0];GO:0045109[1.0];GO:0030049[1.0];GO:0071222[1.0];GO:0032967[1.0];GO:0019901[1.0];GO:0014002[1.0];GO:0097110[1.0];GO:0071346[1.0];GO:0032355[1.0];GO:0005515[1.0];GO:0045107[1.0];GO:0060020[1.0];GO:0051721[1.0];GO:0046697[1.0];GO:0042802[1.0];GO:0010043[1.0];GO:0033280[1.0];GO:0016032[1.0];GO:0010628[1.0];GO:0009314[1.0];GO:0008022[1.0];GO:0007010[1.0];GO:0019221[1.0];GO:0008150[1.0];GO:0005212[1.0];GO:0043403[1.0];GO:0045727[1.0];GO:0071225[1.0];GO:0003725[1.0];GO:0045103[1.0];GO:0003674[1.0];GO:0010977[1.0];GO:0019900[1.0];GO:0010269[1.0];GO:0070307[1.0];GO:0043488[1.0];GO:0050770[1.0];GO:1900147[1.0];GO:0001701[1.0];GO:0005200[1.0];GO:0044344[1.0];GO:0007568[1.0];GO:0060395[1.0];GO:1990254[1.0];GO:0019904[1.0];GO:0045444[1.0];GO:0005198[1.0]	0	0	0	0	0	0	0	0	0	1116	Homo sapiens	Vimentin	P08670	3.9e-171
NODE_18_length_1046_cov_102.923947_g15_i0	9606	GO:0019901;GO:0008137;GO:0032981;GO:0072593;GO:0055114;GO:0006120;GO:0035255;GO:0016491	9606:0.899,63221:0.899,741158:0.899	GO:0019901[1.0];GO:0008137[1.0];GO:0032981[1.0];GO:0072593[1.0];GO:0055114[1.0];GO:0006120[1.0];GO:0035255[1.0];GO:0016491[1.0]	0	0	0	0	0	0	0	0	0	1046	Homo sapiens	NADH-ubiquinone oxidoreductase chain 2	Q4F5S2	1.7e-160
NODE_19_length_991_cov_4.541394_g16_i0	981085	GO:0030001;GO:0046873	981085:0.507	GO:0030001[1.0];GO:0046873[1.0]	0	0	0	0	0	0	0	0	0	991	Morus notabilis	Metal transporter Nramp5	W9SBV7	5.2e-10
NODE_21_length_928_cov_33.329825_g18_i0	9606	GO:0042407;GO:0042776;GO:0015078;GO:0016887;GO:0055093;GO:0006754;GO:0006811;GO:0007568;GO:0015986;GO:0022857	9606:0.947	GO:0042407[1.0];GO:0042776[1.0];GO:0015078[1.0];GO:0016887[1.0];GO:0055093[1.0];GO:0006754[1.0];GO:0006811[1.0];GO:0007568[1.0];GO:0015986[1.0];GO:0022857[1.0]	0	0	0	0	0	0	0	0	0	928	Homo sapiens	ATP synthase subunit a	Q4EXN4	3.8e-103
NODE_22_length_912_cov_297.401669_g19_i0	9606	GO:0005515;GO:0008137;GO:0032981;GO:0006979;GO:0009642;GO:0071385;GO:0055114;GO:0006120;GO:0016491;GO:0009725	9606:0.903	GO:0005515[1.0];GO:0008137[1.0];GO:0032981[1.0];GO:0006979[1.0];GO:0009642[1.0];GO:0071385[1.0];GO:0055114[1.0];GO:0006120[1.0];GO:0016491[1.0];GO:0009725[1.0]	0	0	0	0	0	0	0	0	0	912	Homo sapiens	NADH-ubiquinone oxidoreductase chain 3	A4ZYK1	2.0e-40
NODE_23_length_900_cov_2.984281_g20_i0	456482	GO:0009231;GO:0016829;GO:0016853;GO:0008686;GO:0046872	456482:0.709	GO:0009231[1.0];GO:0016829[1.0];GO:0016853[1.0];GO:0008686[1.0];GO:0046872[1.0]	0	0	0	0	0	0	0	0	0	900	Haemophilus influenzae HK1212	3,4-dihydroxy-2-butanone 4-phosphate synthase (Fragment)	D1NFR0	2.3e-33
NODE_24_length_887_cov_51.425061_g21_i0	4113	GO:0003735;GO:0006412	4113:0.384	GO:0003735[1.0];GO:0006412[1.0]	0	0	0	0	0	0	0	0	0	887	Solanum tuberosum	Uncharacterized protein	M1DBW2	1.2e-10
NODE_25_length_881_cov_60.568069_g4_i1	981085	GO:0030001;GO:0046873	981085:0.575	GO:0030001[1.0];GO:0046873[1.0]	0	0	0	0	0	0	0	0	0	881	Morus notabilis	Metal transporter Nramp5	W9SBV7	3.8e-04
NODE_26_length_877_cov_42.371891_g22_i0	9606	GO:0006123;GO:0042773;GO:0010729;GO:0005515;GO:0005507;GO:2001171;GO:0004129;GO:0010940;GO:1902600;GO:0007595;GO:0055114;GO:0016491;GO:0009409;GO:0046872;GO:0022900	9606:0.943,9595:0.947	GO:0006123[1.0];GO:0042773[1.0];GO:0010729[1.0];GO:0005515[1.0];GO:0005507[1.0];GO:2001171[1.0];GO:0004129[1.0];GO:0010940[1.0];GO:1902600[1.0];GO:0007595[1.0];GO:0055114[1.0];GO:0016491[1.0];GO:0009409[1.0];GO:0046872[1.0];GO:0022900[1.0]	0	0	0	0	0	0	0	0	0	877	Homo sapiens	Cytochrome c oxidase subunit 2	U3L556	4.3e-117
NODE_27_length_864_cov_451.931732_g23_i0	278052	GO:0006879;GO:0005102;GO:0005515;GO:0048019;GO:0043066;GO:0006915;GO:0004519;GO:0007186;GO:1900118;GO:0030595;GO:1900116;GO:0090305	278052:0.516	GO:0006879[1.0];GO:0005102[1.0];GO:0005515[1.0];GO:0048019[1.0];GO:0043066[1.0];GO:0006915[1.0];GO:0004519[1.0];GO:0007186[1.0];GO:1900118[1.0];GO:0030595[1.0];GO:1900116[1.0];GO:0090305[1.0]	0	0	0	0	0	0	0	0	0	864	Thermoproteus sp. IC-062	rRNA intron-encoded endonuclease	Q6L6Z3	1.3e-04
NODE_28_length_849_cov_23.559278_g24_i0	981085	GO:0030001;GO:0046873	981085:0.646	GO:0030001[1.0];GO:0046873[1.0]	0	0	0	0	0	0	0	0	0	849	Morus notabilis	Metal transporter Nramp5	W9SBV7	4.9e-09
NODE_29_length_830_cov_4.334214_g25_i0	9606	GO:0032092;GO:0044267;GO:0055072;GO:1904437;GO:0006826;GO:0005515;GO:0071283;GO:0002480;GO:0045087;GO:0060333;GO:0042493;GO:0042802;GO:0050690;GO:0019885;GO:0046686;GO:0002726;GO:0002479;GO:0001916;GO:0033077;GO:0002237;GO:0002474;GO:0010977;GO:0002376;GO:0043312;GO:0050776;GO:1900121;GO:0045646;GO:0002481;GO:0001895;GO:1900122;GO:1900390;GO:0071281;GO:1904434;GO:0006955;GO:0048260;GO:0042026	9606:0.928	GO:0032092[1.0];GO:0044267[1.0];GO:0055072[1.0];GO:1904437[1.0];GO:0006826[1.0];GO:0005515[1.0];GO:0071283[1.0];GO:0002480[1.0];GO:0045087[1.0];GO:0060333[1.0];GO:0042493[1.0];GO:0042802[1.0];GO:0050690[1.0];GO:0019885[1.0];GO:0046686[1.0];GO:0002726[1.0];GO:0002479[1.0];GO:0001916[1.0];GO:0033077[1.0];GO:0002237[1.0];GO:0002474[1.0];GO:0010977[1.0];GO:0002376[1.0];GO:0043312[1.0];GO:0050776[1.0];GO:1900121[1.0];GO:0045646[1.0];GO:0002481[1.0];GO:0001895[1.0];GO:1900122[1.0];GO:1900390[1.0];GO:0071281[1.0];GO:1904434[1.0];GO:0006955[1.0];GO:0048260[1.0];GO:0042026[1.0]	0	0	0	0	0	0	0	0	0	830	Homo sapiens	Beta-2-microglobulin	P61769	4.5e-31
NODE_30_length_817_cov_833.155914_g26_i0	8364	GO:0004672;GO:0006468;GO:0005524;GO:0000166;GO:0004674	8364:0.971	GO:0004672[1.0];GO:0006468[1.0];GO:0005524[1.0];GO:0000166[1.0];GO:0004674[1.0]	0	0	0	0	0	0	0	0	0	817	Xenopus tropicalis	CHK1 checkpoint homolog (S. pombe)	Q28EK6	1.6e-09
NODE_31_length_788_cov_3.935664_g27_i0	981085	GO:0030001;GO:0046873	981085:0.434	GO:0030001[1.0];GO:0046873[1.0]	0	0	0	0	0	0	0	0	0	788	Morus notabilis	Metal transporter Nramp5	W9SBV7	7.3e-07
NODE_32_length_783_cov_3.425352_g28_i0	4113	GO:0003735;GO:0006412	4113:0.566	GO:0003735[1.0];GO:0006412[1.0]	0	0	0	0	0	0	0	0	0	783	Solanum tuberosum	Uncharacterized protein	M1DBW2	2.0e-17
NODE_33_length_782_cov_26.385049_g29_i0	9606	GO:0006123;GO:0015453;GO:0005515;GO:0022904;GO:0009055;GO:0004129;GO:1902600;GO:0008535;GO:0015002;GO:0055085;GO:0019646;GO:0009060	9606:0.929,63221:0.929,741158:0.925	GO:0006123[1.0];GO:0015453[1.0];GO:0005515[1.0];GO:0022904[1.0];GO:0009055[1.0];GO:0004129[1.0];GO:1902600[1.0];GO:0008535[1.0];GO:0015002[1.0];GO:0055085[1.0];GO:0019646[1.0];GO:0009060[1.0]	0	0	0	0	0	0	0	0	0	782	Homo sapiens	Cytochrome c oxidase subunit 3	F2WHP1	1.2e-131
NODE_34_length_751_cov_32.820059_g30_i0	9606	GO:0033194;GO:0005515;GO:0008137;GO:0032981;GO:0042493;GO:0003954;GO:0014070;GO:0055114;GO:0006120;GO:0016491;GO:0009060	9606:0.926	GO:0033194[1.0];GO:0005515[1.0];GO:0008137[1.0];GO:0032981[1.0];GO:0042493[1.0];GO:0003954[1.0];GO:0014070[1.0];GO:0055114[1.0];GO:0006120[1.0];GO:0016491[1.0];GO:0009060[1.0]	0	0	0	0	0	0	0	0	0	751	Homo sapiens	NADH-ubiquinone oxidoreductase chain 1	B4YG02	4.3e-97
NODE_35_length_730_cov_666.101979_g31_i0	9606	GO:0006879;GO:0005102;GO:0005515;GO:0048019;GO:0043066;GO:0006915;GO:0007186;GO:1900118;GO:0030595;GO:1900116	9606:1	GO:0006879[1.0];GO:0005102[1.0];GO:0005515[1.0];GO:0048019[1.0];GO:0043066[1.0];GO:0006915[1.0];GO:0007186[1.0];GO:1900118[1.0];GO:0030595[1.0];GO:1900116[1.0]	0	0	0	0	0	0	0	0	0	730	Homo sapiens	Humanin	Q8IVG9	8.6e-02
NODE_36_length_730_cov_3.400304_g32_i0	9606	GO:0005515;GO:0060333;GO:0042590;GO:0055114;GO:0002376;GO:0016491;GO:0016667;GO:0019886	9606:1	GO:0005515[1.0];GO:0060333[1.0];GO:0042590[1.0];GO:0055114[1.0];GO:0002376[1.0];GO:0016491[1.0];GO:0016667[1.0];GO:0019886[1.0]	0	0	0	0	0	0	0	0	0	730	Homo sapiens	Gamma-interferon-inducible lysosomal thiol reductase	P13284	7.1e-97
NODE_37_length_719_cov_9.069659_g33_i0	1306952	GO:0004519;GO:0003677;GO:0006281;GO:0004518;GO:0090305	1306952:0.667	GO:0004519[1.0];GO:0003677[1.0];GO:0006281[1.0];GO:0004518[1.0];GO:0090305[1.0]	0	0	0	0	0	0	0	0	0	719	Pediococcus acidilactici D3	Exodeoxyribonuclease III (Xth)	R0ENV9	2.1e+00
NODE_38_length_717_cov_4.156832_g34_i0	31675	GO:0046081;GO:0008233;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0008152;GO:0004533;GO:0006226;GO:0003824;GO:0006508;GO:0016740;GO:0006310;GO:0004519;GO:0046718;GO:0000287;GO:0015074;GO:0003677;GO:0075713;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0004518;GO:0004190;GO:0003676;GO:0046872;GO:0090502;GO:0090305;GO:0004170;GO:0006278	31675:1,11665:0.992,11670:0.996	GO:0046081[1.0];GO:0008233[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0008152[1.0];GO:0004533[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0006310[1.0];GO:0004519[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0015074[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	717	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P32542	2.6e-136
NODE_39_length_704_cov_3.717908_g35_i0	456482	GO:0009231;GO:0055114;GO:0016829;GO:0016491;GO:0016853;GO:0008686;GO:0046872;GO:0003960	456482:0.635	GO:0009231[1.0];GO:0055114[1.0];GO:0016829[1.0];GO:0016491[1.0];GO:0016853[1.0];GO:0008686[1.0];GO:0046872[1.0];GO:0003960[1.0]	0	0	0	0	0	0	0	0	0	704	Haemophilus influenzae HK1212	3,4-dihydroxy-2-butanone 4-phosphate synthase (Fragment)	D1NFR0	5.9e-16
NODE_40_length_702_cov_9.769475_g36_i0	8030	GO:0004129;GO:1902600;GO:0022900	8030:0.462	GO:0004129[1.0];GO:1902600[1.0];GO:0022900[1.0]	0	0	0	0	0	0	0	0	0	702	Salmo salar	Cytochrome c oxidase subunit 5B, mitochondrial	C0H897	3.7e-10
NODE_41_length_696_cov_823.609952_g37_i0	8364	GO:0004672;GO:0006468;GO:0005524;GO:0000166;GO:0004674	8364:0.971	GO:0004672[1.0];GO:0006468[1.0];GO:0005524[1.0];GO:0000166[1.0];GO:0004674[1.0]	0	0	0	0	0	0	0	0	0	696	Xenopus tropicalis	CHK1 checkpoint homolog (S. pombe)	Q28EK6	1.4e-09
